'people who are brave' – the home of the free and the brave,"[""'people who are fearful and cautious' – whitewater rafting is not for the timid""]"
brave,['timid']
'people who are fearful and cautious' – whitewater rafting is not for the timid,"[""'people who are brave' – the home of the free and the brave""]"
timid,['brave']
'people who are no longer living' – they buried the dead,"[""'people who are still living' – save your pity for the living""]"
dead,['living']
'people who are still living' – save your pity for the living,"[""'people who are no longer living' – they buried the dead""]"
living,['dead']
'people who have been introduced to the mysteries of some field or activity' – it is very familiar to the initiate,"[""'people who have not been introduced to the mysteries of some field or activity' – it diverts the attention of the uninitiate""]"
initiate,['uninitiate']
'people who have not been introduced to the mysteries of some field or activity' – it diverts the attention of the uninitiate,"[""'people who have been introduced to the mysteries of some field or activity' – it is very familiar to the initiate""]"
uninitiate,['initiate']
'all the animal life in a particular region or period' – the fauna of China · the zoology of the Pliocene epoch,"[""'all the plant life in a particular region or period' – Pleistocene vegetation · the flora of southern California · the botany of China""]"
fauna,['flora']
'the defendant and his legal advisors collectively' – the defense called for a mistrial,"[""'the lawyers acting for the state to put the case against the defendant' – ""]"
defense,['prosecution']
'the lawyers acting for the state to put the case against the defendant' – ,"[""'the defendant and his legal advisors collectively' – the defense called for a mistrial""]"
prosecution,['defense']
'the team that has the ball (or puck) and is trying to score' – ,"[""'(sports) the team that is trying to prevent the other team from scoring' – his teams are always good on defense""]"
offense,['defense']
'the team that has the ball (or puck) and is trying to score' – ,"[""'(sports) the team that is trying to prevent the other team from scoring' – his teams are always good on defense""]"
offence,['defence']
'(sports) the team that is trying to prevent the other team from scoring' – his teams are always good on defense,"[""'the team that has the ball (or puck) and is trying to score' – ""]"
defense,['offense']
'(sports) the team that is trying to prevent the other team from scoring' – his teams are always good on defense,"[""'the team that has the ball (or puck) and is trying to score' – ""]"
defence,['offence']
"'in Christianity, clergymen collectively (as distinguished from the laity)' – ","[""'in Christianity, members of a religious community that do not have the priestly responsibilities of ordained clergy' – ""]"
clergy,['laity']
"'in Christianity, members of a religious community that do not have the priestly responsibilities of ordained clergy' – ","[""'in Christianity, clergymen collectively (as distinguished from the laity)' – ""]"
laity,['clergy']
'people without possessions or wealth (considered as a group)' – the urban poor need assistance,"[""'people who have possessions and wealth (considered as a group)' – only the very rich benefit from this legislation""]"
poor_people,['rich_people']
'people without possessions or wealth (considered as a group)' – the urban poor need assistance,"[""'people who have possessions and wealth (considered as a group)' – only the very rich benefit from this legislation""]"
poor,['rich']
'people who have possessions and wealth (considered as a group)' – only the very rich benefit from this legislation,"[""'people without possessions or wealth (considered as a group)' – the urban poor need assistance""]"
rich_people,['poor_people']
'people who have possessions and wealth (considered as a group)' – only the very rich benefit from this legislation,"[""'people without possessions or wealth (considered as a group)' – the urban poor need assistance""]"
rich,['poor']
'a square matrix whose determinant is not zero' – ,"[""'a square matrix whose determinant is zero' – ""]"
nonsingular_matrix,['singular_matrix']
'a square matrix whose determinant is zero' – ,"[""'a square matrix whose determinant is not zero' – ""]"
singular_matrix,['nonsingular_matrix']
'an organization of people (or countries) involved in a pact or treaty' – ,"[""'people (or countries) who are not aligned with other people (or countries) in a pact or treaty' – ""]"
alignment,['nonalignment']
'people (or countries) who are not aligned with other people (or countries) in a pact or treaty' – ,"[""'an organization of people (or countries) involved in a pact or treaty' – ""]"
nonalignment,['alignment']
'an economic system based on private ownership of capital' – ,"[""'an economic system based on state ownership of capital' – ""]"
capitalism,['socialism']
'an economy that relies chiefly on market forces to allocate goods and resources and to determine prices' – ,"[""'an economy that is not a market economy' – ""]"
market_economy,['non-market_economy']
'an economy that is not a market economy' – ,"[""'an economy that relies chiefly on market forces to allocate goods and resources and to determine prices' – ""]"
non-market_economy,['market_economy']
'an economic system based on state ownership of capital' – ,"[""'an economic system based on private ownership of capital' – ""]"
socialism,['capitalism']
'troops belonging to or allied with your own military forces' – friendlies came to their rescue,"[""'troops belonging to the enemy's military forces' – the platoon ran into a pack of hostiles""]"
friendly,['hostile']
'troops belonging to the enemy's military forces' – the platoon ran into a pack of hostiles,"[""'troops belonging to or allied with your own military forces' – friendlies came to their rescue""]"
hostile,['friendly']
'a private school taking day students only' – ,"[""'a private school where students are lodged and fed as well as taught' – ""]"
day_school,['boarding_school']
'a private school where students are lodged and fed as well as taught' – ,"[""'a private school taking day students only' – ""]"
boarding_school,['day_school']
